
k,l,u,v
104,132,2422.86,2670
103,132,2399.5,2670
100,132,2329.5,2670
97,132,2259.6,2669.92
94,132,2189.6,2669.92
91,132,2119.6,2669.92
88,132,2050,2670
85,132,1980,2670
82,132,1910,2670
79,132,1840,2670
77,132,1793.5,2670
76,132,1770.08,2669.6
74,132,1723.86,2670
73,132,1700.08,2669.6
70,132,1630.5,2670
67,132,1560.5,2670
64,132,1490.5,2670
61,132,1420.5,2670
59,132,1374,2670
58,132,1350.5,2670
56,132,1304,2670
55,132,1280.58,2670
53,132,1234,2670
52,132,1210.5,2670
50,132,1164,2670
49,132,1140.58,2670
47,132,1094,2670
46,132,1070.58,2670
44,132,1024,2670
43,132,1000.58,2670
40,132,930.919,2670.4
38,132,884.417,2670
37,132,861,2670
35,132,814,2670
34,132,791,2670
32,132,744.417,2670
31,132,721,2670
29,132,674.5,2670
28,132,651.403,2670.08
27,132,627.955,2670.14
26,132,604.5,2670
25,132,581.5,2670
24,132,557.955,2670.14
23,132,534.553,2670.18
22,132,511.5,2670
21,132,488,2670.14
20,132,464.583,2670
19,132,441.5,2670
17,132,394.5,2670
16,132,371.5,2670
15,132,348,2670.14
14,132,325,2670
13,132,301.5,2670
11,132,254.583,2670
10,132,231.5,2670.33
9,132,208,2670.14
8,132,184.583,2670
7,132,161.5,2670.33
6,132,138.5,2670
5,132,114.5,2670.5
4,132,91.5,2670.33
2,132,45,2670
1,132,21.5625,2670.34
0,132,1,2670.5
174,132,4054.5,2670
173,132,4031.08,2669.6
171,132,3984.86,2669.95
168,132,3914.95,2669.86
167,132,3891.42,2670
165,132,3844.86,2669.95
162,132,3775.04,2669.94
161,132,3751.5,2670
159,132,3705.06,2669.94
158,132,3681.58,2670
156,132,3634.95,2669.86
155,132,3611.58,2670
153,132,3565.05,2670.14
152,132,3541.58,2670
150,132,3495.01,2670.15
147,132,3425.05,2669.86
146,132,3402,2670
144,132,3355.24,2670.14
141,132,3285.14,2670.05
140,132,3262,2670
138,132,3215.14,2669.95
135,132,3145.5,2670
134,132,3122,2669.58
132,132,3075.5,2669.79
131,132,3052,2670
129,132,3005.86,2669.95
126,132,2935.86,2669.95
125,132,2912.17,2669.83
123,132,2865.86,2669.95
122,132,2842.5,2670
120,132,2795.86,2669.95
119,132,2772.5,2670
117,132,2726.05,2669.86
116,132,2702.55,2669.82
114,132,2656.05,2669.86
111,132,2586,2670.14
110,132,2563,2670
108,132,2516.05,2669.86
107,132,2493,2670
105,132,2446.5,2670
102,132,2376,2670
101,132,2353,2670
99,132,2306.5,2670
98,132,2283,2670
96,132,2236.5,2670.07
95,132,2213,2670
93,132,2166.5,2670.07
92,132,2143,2670
90,132,2096.5,2670
89,132,2073.14,2670
87,132,2026.5,2670
86,132,2003.14,2670
84,132,1956.5,2670
83,132,1933.5,2670.5
81,132,1886.5,2670.07
80,132,1863.5,2670.5
78,132,1817,2670
75,132,1746.86,2669.95
72,132,1677,2670.14
71,132,1653.86,2670
69,132,1607,2670
68,132,1583.86,2670
66,132,1537,2670
65,132,1514.04,2670.06
63,132,1467.14,2670.05
62,132,1444.04,2670.06
60,132,1397,2670
57,132,1327.5,2670
54,132,1257.5,2670
51,132,1187.5,2670
48,132,1117.5,2670
45,132,1047.5,2670.07
42,132,977.5,2670
41,132,954,2670
39,132,907.081,2670.43
36,132,837.5,2670
33,132,767.955,2670.14
30,132,697.756,2669.86
18,132,418,2670.14
12,132,278.128,2670.03
3,132,68,2670.5
174,131,4042.66,2649.56
171,131,3973,2650
168,131,3902.66,2649.56
165,131,3833.06,2649.72
162,131,3763.5,2649.5
159,131,3693.34,2649.56
156,131,3623.33,2649.5
154,131,3577,2650
153,131,3553.5,2649.5
150,131,3483.5,2649.5
147,131,3413.5,2649.5
144,131,3343.5,2649.67
141,131,3273.5,2649.67
138,131,3203.5,2649.67
135,131,3133.66,2649.56
132,131,3063.66,2649.56
129,131,2993.66,2649.56
126,131,2924,2650
123,131,2854,2649.5
120,131,2784.5,2650
117,131,2714.44,2649.66
114,131,2644.44,2649.66
111,131,2574.44,2649.66
108,131,2504.5,2649.67
105,131,2434.44,2649.66
102,131,2364.66,2649.56
99,131,2294.66,2649.56
96,131,2225,2649.33
93,131,2155,2649.58
90,131,2085,2649.58
87,131,2015,2649.5
84,131,1945,2649.58
81,131,1875,2649.58
78,131,1805.08,2649.6
75,131,1735.08,2649.6
72,131,1665.5,2650
69,131,1595.44,2649.66
66,131,1525.5,2650
63,131,1455.44,2649.66
60,131,1385.5,2650
57,131,1315.5,2650
54,131,1245.6,2649.92
51,131,1175.6,2649.92
48,131,1105.6,2649.92
45,131,1035.6,2649.92
42,131,965.597,2649.92
40,131,919.143,2650
39,131,896,2650
36,131,826,2650
34,131,779.5,2649.5
33,131,756,2650
30,131,686,2650
27,131,616,2650
24,131,546,2650
21,131,476.081,2649.6
20,131,453,2650
18,131,406.5,2650
16,131,359.583,2650
15,131,336.5,2650
13,131,289.583,2650
12,131,266.5,2650
10,131,219.583,2650
9,131,196.5,2650
7,131,149.583,2650
6,131,126.5,2650
3,131,56.5,2650
1,131,10.1429,2650
175,131,4066,2649.58
173,131,4019.5,2649.5
172,131,3996.17,2649.72
170,131,3949.5,2649.5
169,131,3926.17,2649.72
167,131,3879.83,2649.83
166,131,3856.17,2649.72
164,131,3809.83,2649.83
163,131,3786.58,2650
161,131,3739.83,2649.83
160,131,3717,2650
158,131,3670,2649.86
157,131,3646.58,2650
155,131,3600,2650
152,131,3530,2649.5
151,131,3506.83,2649.83
149,131,3460,2649.5
148,131,3437,2650
146,131,3390,2649.5
145,131,3367,2650
143,131,3320.05,2649.86
142,131,3297,2650
140,131,3250.5,2649.5
139,131,3227,2649.58
137,131,3180.5,2649.5
136,131,3157,2649.58
134,131,3110.5,2650
133,131,3087,2649.58
131,131,3040.57,2649.92
130,131,3017,2650
128,131,2970.5,2649.5
127,131,2947.17,2649.83
125,131,2900.92,2649.57
124,131,2877.17,2649.83
122,131,2830.57,2649.92
121,131,2807.58,2650
119,131,2761,2650
118,131,2737.58,2650
116,131,2691.05,2649.86
115,131,2668,2650
113,131,2621.05,2649.86
112,131,2597.83,2649.83
110,131,2551.05,2649.86
109,131,2528,2650
107,131,2481,2649.5
106,131,2458,2650
104,131,2411,2649.5
103,131,2388,2649.58
101,131,2341.23,2649.45
100,131,2318,2650
98,131,2271.5,2649.93
97,131,2248,2649.58
95,131,2201.5,2649.93
94,131,2178,2650
92,131,2131.5,2650
91,131,2108,2650
89,131,2061.92,2649.57
88,131,2038.17,2649.83
86,131,1991.5,2649.93
85,131,1968.17,2649.83
83,131,1921.86,2649.95
82,131,1898.17,2649.83
80,131,1851.92,2649.57
79,131,1828.45,2649.82
77,131,1781.86,2649.95
76,131,1758.5,2649.5
74,131,1712,2650
73,131,1689,2650
71,131,1642,2649.86
70,131,1618.5,2649.5
68,131,1572.05,2649.86
67,131,1549,2650
65,131,1502.05,2649.86
64,131,1479,2650
62,131,1432,2650
61,131,1409,2649.86
59,131,1362,2650
58,131,1339,2649.86
56,131,1292.5,2649.93
55,131,1269,2650
53,131,1222.43,2649.92
52,131,1199,2650
50,131,1152.43,2649.92
49,131,1129,2650
47,131,1082.5,2650
46,131,1059,2650
44,131,1012.5,2650
43,131,989,2650
41,131,942.864,2649.95
38,131,872.5,2650
37,131,849.167,2649.83
35,131,802.919,2649.57
32,131,732.5,2650
31,131,709.417,2650
29,131,663,2650
28,131,639.5,2649.79
26,131,593,2649.86
25,131,569.5,2649.79
23,131,522.932,2649.96
22,131,499.583,2650
19,131,429.583,2650
17,131,383,2650.14
14,131,313.037,2649.94
11,131,242.872,2649.97
8,131,173,2650.14
5,131,102.963,2650.06
4,131,79.8667,2650.03
2,131,33,2650.14
169,130,3938,2629
163,130,3798,2629.5
157,130,3658.33,2629.5
154,130,3588.33,2629.5
136,130,3168.67,2629.5
130,130,3029,2629.33
103,130,2399.58,2629.73
67,130,1560.44,2629.66
61,130,1420.5,2629.67
58,130,1350.5,2629.67
55,130,1280.66,2629.56
46,130,1071,2629.5
40,130,931,2629.5
37,130,860.597,2629.92
34,130,791,2629.58
31,130,721,2629.58
28,130,651,2629.58
25,130,581.438,2629.66
22,130,511.438,2629.66
19,130,441.438,2629.66
17,130,394.583,2630
16,130,371.438,2629.66
13,130,301.438,2629.66
10,130,231.438,2629.66
7,130,161.5,2629.67
4,130,91.5,2630
1,130,21.6562,2629.56
175,130,4077.44,2629.66
174,130,4054.5,2629.5
173,130,4031.4,2629.08
172,130,4007.77,2629.46
171,130,3984.5,2629.5
170,130,3961.08,2629.6
168,130,3914.5,2629.5
167,130,3891.5,2629.5
166,130,3867.72,2629.39
164,130,3821.5,2629.5
162,130,3774.5,2629.5
161,130,3751.5,2629.5
160,130,3728.23,2629.54
159,130,3704.57,2629.08
158,130,3681.5,2629.5
156,130,3635,2629.86
155,130,3612,2630
153,130,3565.14,2629.76
152,130,3542,2629.42
151,130,3518.5,2629.5
150,130,3495,2629.5
149,130,3471.79,2629.5
148,130,3448.5,2629.5
147,130,3425,2629.5
146,130,3402,2629.5
145,130,3378.5,2629.33
143,130,3332,2629.58
142,130,3308.5,2629.5
141,130,3285.5,2629.5
140,130,3262,2629.58
139,130,3238.5,2629.5
138,130,3215.5,2629.5
137,130,3192,2629.5
135,130,3145.5,2629.5
134,130,3122,2629.58
133,130,3098.73,2629.42
132,130,3075.5,2629.5
131,130,3052.18,2629.55
129,130,3005.5,2629.5
128,130,2982.18,2629.55
127,130,2959,2629.5
126,130,2935.92,2629.57
125,130,2912.5,2629.5
124,130,2889.27,2629.42
123,130,2865.93,2629.5
122,130,2842.5,2629.5
121,130,2819,2629.5
120,130,2796,2629.5
119,130,2772.38,2629.79
118,130,2749.27,2629.42
117,130,2726,2629.86
116,130,2702.83,2629.83
115,130,2679.33,2629.5
114,130,2656,2629.5
113,130,2632.83,2629.83
112,130,2609.27,2629.58
111,130,2586,2629.5
110,130,2562.83,2629.83
109,130,2539.27,2629.58
108,130,2516.05,2629.86
107,130,2492.83,2629.83
106,130,2469.36,2629.6
104,130,2423,2629.5
102,130,2376.5,2629.5
101,130,2352.83,2629.83
100,130,2329.77,2629.46
99,130,2306.21,2629.5
98,130,2282.83,2629.83
97,130,2259.77,2629.46
96,130,2236.43,2629.92
95,130,2213.18,2629.45
94,130,2189.56,2629.66
93,130,2166.5,2629.5
92,130,2143.5,2629.5
91,130,2120,2629.5
90,130,2096.5,2629.5
89,130,2073.5,2629.5
88,130,2050,2629.42
87,130,2026.92,2629.57
86,130,2003.5,2629.5
85,130,1980,2629.58
84,130,1956.92,2629.57
83,130,1933.5,2629.5
82,130,1910,2629.5
81,130,1886.93,2629.5
80,130,1863.5,2629.5
79,130,1840,2629.58
78,130,1817,2629.5
77,130,1793.83,2629.83
76,130,1770.17,2629.72
75,130,1747,2629.5
74,130,1723.5,2629.5
73,130,1700.17,2629.72
72,130,1676.93,2629.5
71,130,1653.83,2629.83
70,130,1630.44,2629.66
69,130,1607,2629.5
68,130,1583.82,2629.55
66,130,1537,2629.5
65,130,1513.5,2629.5
64,130,1490.64,2629.6
63,130,1467.07,2629.5
62,130,1443.82,2629.55
60,130,1397,2629.5
59,130,1373.83,2629.83
57,130,1327.43,2629.92
56,130,1304,2629.5
54,130,1257.5,2630
53,130,1234,2629.86
52,130,1210.77,2629.54
51,130,1187.5,2629.93
50,130,1164,2630
49,130,1140.56,2629.66
48,130,1117.43,2629.92
47,130,1094,2629.5
45,130,1047.92,2629.57
44,130,1024,2630
43,130,1000.73,2629.58
42,130,977.5,2629.5
41,130,954,2630
39,130,908,2629.5
38,130,884.5,2629.5
36,130,837.919,2629.57
35,130,814.5,2629.5
33,130,767.919,2629.57
32,130,744,2630
30,130,697.919,2629.57
29,130,674.447,2629.82
27,130,627.864,2629.95
26,130,604.5,2629.79
24,130,558,2629.86
23,130,534.5,2629.79
21,130,488,2629.86
20,130,464.583,2630
18,130,418,2629.86
15,130,348,2630
14,130,325,2630
12,130,278,2629.86
11,130,255,2630
9,130,207.857,2630
8,130,185,2630
6,130,138,2630
5,130,115,2630
3,130,68,2630
2,130,44.5833,2630
0,130,0.5,2630
165,130,3844.5,2629.5
144,130,3355.5,2629.5
105,130,2446.08,2629.57
24,129,546.5,2609.67
12,129,266.333,2609.5
9,129,196.5,2609.5
6,129,126.5,2609.5
3,129,56.5,2609.67
175,129,4066,2609.58
174,129,4043,2609
172,129,3996.17,2609.17
171,129,3973,2609
170,129,3949.5,2609.5
169,129,3926.42,2609
168,129,3903,2609
167,129,3879.92,2609.43
166,129,3856.42,2609
165,129,3833,2609
164,129,3809.5,2609.5
163,129,3786.42,2609
162,129,3763,2609
161,129,3739.5,2609.5
160,129,3716.42,2609
159,129,3693,2609
158,129,3669.5,2609.5
157,129,3646.5,2609
156,129,3623.34,2609.44
155,129,3599.86,2609
154,129,3576.55,2609.18
153,129,3553.5,2609.33
151,129,3507,2609.42
150,129,3483.5,2609.33
149,129,3460,2609.14
148,129,3437,2609
147,129,3413.5,2609.33
146,129,3390.08,2609.43
145,129,3367,2609.42
144,129,3343.5,2609.33
143,129,3320.5,2609.5
142,129,3297,2609.42
141,129,3273.67,2609.5
140,129,3250.5,2609.5
139,129,3227,2609
138,129,3203.5,2609.33
137,129,3180.5,2609.5
136,129,3157,2609.42
135,129,3133.56,2609.34
133,129,3087,2609
132,129,3063.5,2609.33
131,129,3040.5,2609.5
130,129,3017,2609
129,129,2993.66,2609.44
128,129,2970.57,2609.08
127,129,2947.21,2609.38
126,129,2924,2609.5
125,129,2900.5,2609.5
124,129,2877.42,2609
123,129,2854,2609.42
122,129,2830.5,2609.5
121,129,2807.5,2609.5
120,129,2784.08,2609.4
119,129,2761,2609.5
118,129,2737.55,2609.18
117,129,2714.34,2609.44
116,129,2690.93,2609.5
115,129,2667.5,2609.5
114,129,2644.34,2609.44
112,129,2597.82,2609.55
111,129,2574.5,2609.33
110,129,2551.08,2609.43
109,129,2527.5,2609.5
108,129,2504.36,2609.4
106,129,2457.5,2609.5
105,129,2434.5,2609.33
104,129,2411.07,2609.5
103,129,2388,2609.14
102,129,2364.56,2609.34
100,129,2318,2609.5
99,129,2294.66,2609.44
98,129,2271.08,2609.43
97,129,2248.17,2609.17
96,129,2224.95,2609.23
95,129,2201.5,2609.07
94,129,2178.17,2609.17
93,129,2154.92,2609.4
91,129,2108,2609.5
90,129,2084.92,2609.4
89,129,2061.5,2609.07
88,129,2038.5,2609.5
87,129,2015,2609.42
85,129,1968.5,2609.5
84,129,1945.4,2609.08
83,129,1922,2609.5
82,129,1898.17,2609.17
81,129,1875.27,2609.42
80,129,1851.93,2609.5
79,129,1828.5,2609.5
78,129,1805.27,2609.42
76,129,1758.5,2609.5
75,129,1735.27,2609.42
74,129,1712,2609.5
73,129,1688.5,2609.5
72,129,1665.27,2609.42
71,129,1642,2609.5
70,129,1618.5,2609.5
69,129,1595.4,2609.08
68,129,1572,2609.5
67,129,1549,2609.5
66,129,1525.27,2609.42
65,129,1502,2609.5
64,129,1478.82,2609.55
63,129,1455.56,2609.34
62,129,1432,2609.5
61,129,1409,2609.5
60,129,1385.56,2609.34
59,129,1362,2609.5
58,129,1338.5,2609.5
57,129,1315.56,2609.34
55,129,1269,2609.5
54,129,1245.56,2609.34
52,129,1199,2609.5
51,129,1175.56,2609.34
50,129,1152.5,2609.5
49,129,1128.5,2609.5
48,129,1105.5,2609.5
47,129,1082.5,2609.5
46,129,1059.5,2609.5
45,129,1035.95,2609.23
44,129,1012.5,2609.5
43,129,989.184,2609.45
42,129,966,2609.5
41,129,942.919,2609.57
40,129,919.5,2609.5
39,129,896,2609.5
38,129,872.919,2609.57
37,129,849.5,2609.5
36,129,826.278,2609.39
35,129,802.919,2609.57
34,129,779.5,2609.5
33,129,756.269,2609.42
32,129,732.5,2609.5
31,129,709.5,2609.79
30,129,686.269,2609.42
29,129,662.5,2609.5
28,129,639.794,2609.62
27,129,616.269,2609.42
26,129,593,2609.5
25,129,569.5,2609.5
23,129,523,2609.5
22,129,499.5,2609.5
21,129,476.269,2609.42
20,129,453,2609.5
19,129,429.833,2609.83
18,129,406.269,2609.42
17,129,382.5,2609.5
16,129,359.5,2609.79
15,129,336.5,2609.5
14,129,313,2609.86
13,129,290,2609.5
11,129,243,2609.86
10,129,220,2609.5
8,129,173.5,2609.5
7,129,149.816,2609.55
5,129,103,2609.86
4,129,80,2609.5
2,129,33.0455,2609.86
1,129,10.5,2609.5
173,129,4019.65,2609.29
152,129,3530.5,2609.5
134,129,3110.45,2609.23
113,129,2621,2609.5
107,129,2481.08,2609.43
101,129,2341,2609.5
92,129,2131.43,2609.08
86,129,1991.93,2609.5
77,129,1781.93,2609.5
56,129,1292.43,2609.92
53,129,1222.08,2609.43
175,128,4077.25,2589.12
173,128,4031,2589
172,128,4008,2589
170,128,3961.42,2589
169,128,3938,2589
167,128,3891.42,2589
166,128,3868,2589
164,128,3821.42,2589
163,128,3798,2589
161,128,3751.42,2589
160,128,3728,2589
158,128,3681.5,2589
157,128,3658,2589
155,128,3611.58,2589
154,128,3588.28,2589.06
152,128,3541.58,2589
151,128,3518,2589
149,128,3471.5,2589
148,128,3448.5,2589
146,128,3402,2589
145,128,3378.5,2589
143,128,3332,2589
142,128,3308.5,2589
140,128,3262,2589
139,128,3238.5,2589
137,128,3192,2589
136,128,3168.92,2589.4
134,128,3122.14,2589
133,128,3098.92,2589.4
131,128,3052,2589
130,128,3028.92,2589.4
128,128,2982.5,2589
127,128,2959,2589
125,128,2912.5,2589.5
124,128,2889,2589
122,128,2842.42,2589
121,128,2819,2589
119,128,2772.5,2589
118,128,2749.4,2589.08
116,128,2702.5,2589
115,128,2679.4,2589.08
113,128,2632.83,2589.17
112,128,2609,2589
110,128,2563,2589
109,128,2539.4,2589.08
107,128,2492.83,2589.17
106,128,2469.5,2589
104,128,2423,2589
103,128,2399.5,2589
101,128,2353,2589
100,128,2329.5,2589
98,128,2283,2589
97,128,2259.5,2589
95,128,2213,2589.14
94,128,2189.92,2589.4
92,128,2143,2589.14
91,128,2119.92,2589.4
89,128,2073.14,2589
88,128,2049.58,2589
86,128,2003.17,2589.17
85,128,1980,2589.42
82,128,1910,2589
80,128,1863.55,2589.18
79,128,1840.4,2589.08
77,128,1793.5,2589.5
76,128,1770.4,2589.08
74,128,1723.5,2589.5
73,128,1700.4,2589.08
71,128,1653.5,2589.5
70,128,1630.4,2589.08
68,128,1583.83,2589.17
67,128,1560.34,2589.44
65,128,1513.95,2589.14
64,128,1490.5,2589
62,128,1443.83,2589.17
61,128,1420.5,2589
59,128,1373.95,2589.14
58,128,1350.5,2589
56,128,1303.5,2589.5
55,128,1280.92,2589.4
53,128,1234,2589.14
52,128,1210.56,2589.34
50,128,1164,2589.5
49,128,1140.5,2589.5
47,128,1094.17,2589.17
46,128,1070.92,2589.4
45,128,1047.08,2589.43
44,128,1024.18,2589.45
43,128,1000.92,2589.4
41,128,954.184,2589.45
40,128,930.955,2589.23
38,128,884.167,2589.17
37,128,861,2589.42
36,128,837.5,2589.5
35,128,814.167,2589.17
34,128,791.081,2589.4
33,128,767.5,2589.5
32,128,744.5,2589.21
31,128,721.403,2589.08
29,128,674.206,2589.38
28,128,651.269,2589.42
27,128,627.5,2589.5
26,128,604.553,2589.18
25,128,581.403,2589.08
24,128,557.5,2589.5
23,128,534.553,2589.18
22,128,511.403,2589.08
21,128,488,2589.14
20,128,464.833,2589.17
19,128,441.5,2589
18,128,417.955,2589.14
17,128,395,2589
16,128,371.269,2589.42
15,128,347.5,2589.5
14,128,324.833,2589.17
13,128,301.269,2589.42
12,128,277.955,2589.14
11,128,255,2589
10,128,231.389,2589.39
8,128,185,2589
7,128,161.269,2589.42
5,128,115,2589
4,128,91.3621,2589.4
3,128,68.0455,2589.86
2,128,44.5,2589.5
1,128,21.5645,2589.34
0,128,1,2589.5
174,128,4054.5,2589
171,128,3984.5,2589
168,128,3914.76,2588.86
165,128,3844.76,2588.86
162,128,3775,2589.5
159,128,3704.57,2589.08
156,128,3635,2589.14
153,128,3565,2589
150,128,3495,2589.14
147,128,3425,2589
144,128,3355.14,2589.05
141,128,3285.14,2589.05
138,128,3215.24,2589.14
135,128,3145.58,2589
132,128,3075.5,2589.07
129,128,3005.57,2589.08
126,128,2936,2589
123,128,2865.95,2589.14
120,128,2795.95,2589.14
117,128,2726,2589.14
114,128,2656,2589.14
111,128,2586,2589.5
108,128,2515.95,2589.14
105,128,2446.14,2589.05
102,128,2376.08,2589.43
99,128,2306.08,2589.43
96,128,2236.34,2589.05
93,128,2166.5,2589.21
90,128,2096.5,2589.07
87,128,2026.5,2589.07
84,128,1956.57,2589.08
83,128,1933.33,2589.08
81,128,1886.92,2589.43
78,128,1817,2589.5
75,128,1747,2589
72,128,1676.69,2589
69,128,1607.07,2589.5
66,128,1537.08,2589.43
63,128,1467.08,2589.43
60,128,1397,2589.5
57,128,1327.08,2589.43
54,128,1257.5,2589.5
51,128,1187.43,2589.08
48,128,1117,2589.5
42,128,978,2589
39,128,907.5,2589.5
30,128,697.647,2589.29
9,128,208,2589.5
6,128,138.5,2589.5
174,127,4043,2569
172,127,3996.42,2569
171,127,3973,2569
169,127,3926.5,2569
168,127,3903,2569
166,127,3856.58,2569
165,127,3833,2569
163,127,3786.58,2569
162,127,3763,2569
159,127,3693.5,2569
156,127,3623.5,2568.67
154,127,3576.58,2569
153,127,3553.5,2568.67
151,127,3507,2569
150,127,3483.5,2568.67
147,127,3413.5,2569
145,127,3367,2568.93
144,127,3343.5,2568.67
142,127,3297,2569
141,127,3273.5,2568.67
138,127,3203.66,2568.56
135,127,3133.6,2568.92
132,127,3064,2569
129,127,2994,2569
126,127,2924,2569
123,127,2854.08,2568.6
120,127,2784.08,2568.6
118,127,2737.5,2569
117,127,2714.08,2568.6
114,127,2644.5,2569
111,127,2574.5,2569
108,127,2504.5,2569
105,127,2434.5,2569
102,127,2364.58,2569
100,127,2318,2569
99,127,2294.6,2568.92
96,127,2224.6,2568.92
93,127,2154.58,2569
90,127,2084.6,2568.92
87,127,2014.6,2568.92
84,127,1945,2569
81,127,1875,2569
78,127,1805,2569
75,127,1735.42,2569
72,127,1665.42,2569
69,127,1595.08,2568.6
67,127,1548.86,2569
66,127,1525.42,2569
63,127,1455.5,2569
60,127,1385.5,2569
58,127,1339,2569
57,127,1315.5,2569
54,127,1245.5,2569
52,127,1199,2569
51,127,1175.58,2569
49,127,1129,2569
48,127,1105.5,2569
45,127,1035.6,2568.92
43,127,989,2569
42,127,965.597,2568.92
40,127,919.417,2569
39,127,896,2569
37,127,849,2569.14
36,127,826,2569
34,127,779.5,2569
33,127,756,2569
31,127,709.5,2569.5
30,127,686.403,2569.08
29,127,662.5,2569.5
28,127,639.5,2569
27,127,616.5,2569
25,127,569.833,2569.17
24,127,546,2569
22,127,499.5,2569.21
21,127,476.5,2569
19,127,429.553,2569.18
18,127,406.5,2569
16,127,359.5,2569.5
15,127,336.5,2569
13,127,290,2569
12,127,266.5,2569
11,127,243,2569.14
10,127,220,2569
9,127,196.5,2569
7,127,150,2569
6,127,126.5,2569
5,127,103,2569.5
4,127,80,2569
3,127,56.5,2569
1,127,10,2569
175,127,4066.42,2569
173,127,4019.86,2568.95
170,127,3949.86,2569
167,127,3879.76,2568.86
164,127,3809.86,2569.05
161,127,3740,2569
160,127,3716.5,2569
158,127,3670,2568.86
157,127,3646.58,2569
155,127,3600,2569.14
152,127,3530.12,2568.81
149,127,3460,2569
148,127,3437,2569
146,127,3390.14,2569.05
143,127,3320.14,2569.05
140,127,3250.5,2568.5
139,127,3227,2569
137,127,3180.14,2569.05
136,127,3157,2569
134,127,3110.5,2568.93
133,127,3087,2569
131,127,3040.86,2568.95
130,127,3017.42,2569
128,127,2970.5,2569
127,127,2947.42,2569
125,127,2900.86,2568.95
124,127,2877,2569
122,127,2831,2569
121,127,2807.5,2569
119,127,2760.79,2569.14
116,127,2691,2568.5
115,127,2667.33,2568.92
113,127,2621,2569
112,127,2598,2569
110,127,2551.43,2569.08
109,127,2527.88,2569
107,127,2481.26,2568.72
106,127,2457.99,2568.85
104,127,2411.5,2569.07
103,127,2387.88,2569
101,127,2341.14,2569.05
98,127,2271.5,2569.07
97,127,2247.9,2569.1
95,127,2201.5,2569.07
94,127,2177.96,2568.94
92,127,2131.5,2569.07
91,127,2108,2569
89,127,2061.5,2569.07
88,127,2038,2569
86,127,1991.57,2568.92
85,127,1968.14,2569
83,127,1922,2569
82,127,1898.24,2569.14
80,127,1851.95,2569.14
79,127,1828.5,2568.5
77,127,1782,2569
76,127,1758.66,2569.11
74,127,1712,2569
73,127,1688.5,2569
71,127,1642,2569
70,127,1619,2569
68,127,1572.33,2569.11
65,127,1502,2569.14
64,127,1478.76,2569.14
62,127,1432.14,2569.05
61,127,1409,2569
59,127,1362,2569.14
56,127,1292.14,2569.05
55,127,1269.04,2568.93
53,127,1222.08,2569.43
50,127,1152.5,2569.07
47,127,1082.08,2569.43
46,127,1058.96,2568.94
44,127,1012.5,2568.93
41,127,942.5,2569.07
38,127,872.919,2569.43
35,127,802.857,2569
32,127,733,2569
26,127,592.885,2569.19
23,127,523,2569.14
20,127,453,2569.14
17,127,382.955,2569.14
14,127,313,2569.14
8,127,173,2569.5
2,127,33,2569.14
175,126,4077,2549
172,126,4008,2549
169,126,3938,2549
166,126,3868.06,2548.72
163,126,3798,2549
160,126,3728,2549
157,126,3658.33,2548.5
154,126,3588.33,2548.5
151,126,3518.5,2548.67
148,126,3448.5,2548.5
145,126,3378.5,2548.5
142,126,3308.66,2548.56
139,126,3238.66,2548.56
136,126,3168.66,2548.56
133,126,3098.66,2548.56
130,126,3029,2549
127,126,2958.92,2548.6
124,126,2889,2549
121,126,2819,2548.5
118,126,2749.08,2548.6
115,126,2679.5,2549
112,126,2609.5,2549
109,126,2539.5,2548.67
106,126,2469.5,2548.67
103,126,2399.5,2549
100,126,2329.5,2548.67
97,126,2259.6,2548.92
94,126,2189.6,2548.92
91,126,2120,2548.58
88,126,2049.6,2548.92
82,126,1910,2548.58
79,126,1840.08,2548.6
76,126,1770.08,2548.6
73,126,1700.08,2548.6
70,126,1630.5,2549
67,126,1560.5,2549
64,126,1490.5,2548.67
61,126,1420.5,2549
58,126,1350.6,2548.92
55,126,1280.66,2548.56
52,126,1210.6,2548.92
49,126,1140.6,2548.92
46,126,1070.6,2548.92
43,126,1000.6,2548.92
40,126,930.597,2548.92
37,126,861,2549
34,126,791,2549
31,126,721,2549
28,126,651,2549
26,126,604.5,2549
25,126,581,2549
23,126,534.417,2549
22,126,511.5,2549
19,126,441.5,2549
17,126,394.583,2549
16,126,371.5,2549
14,126,325,2549
13,126,301.5,2549
11,126,255,2549
10,126,231.5,2549
8,126,184.583,2549
7,126,161.5,2549
4,126,91.5,2549
1,126,21.5,2549
174,126,4054,2548.5
173,126,4031,2549
171,126,3984.86,2548.95
170,126,3961.42,2549
168,126,3914.86,2548.95
167,126,3891.45,2548.82
165,126,3844.86,2548.95
164,126,3821.5,2549
162,126,3775,2548.86
161,126,3751.5,2549
159,126,3705,2549
158,126,3681.58,2549
156,126,3634.86,2548.95
155,126,3611.58,2549
153,126,3565,2549
152,126,3541.58,2549
150,126,3495,2548.5
149,126,3472,2549
147,126,3425.43,2548.92
146,126,3402,2548.58
144,126,3355,2548.86
143,126,3332,2548.86
141,126,3285.08,2548.57
140,126,3262,2549
138,126,3215.92,2548.57
137,126,3192,2549
135,126,3145.43,2548.92
134,126,3122,2548.58
132,126,3075.57,2548.92
131,126,3052,2548.86
129,126,3005.5,2548.5
128,126,2982.45,2548.82
126,126,2935.86,2548.95
125,126,2912.17,2548.83
123,126,2865.86,2548.95
122,126,2842.5,2549
